text,polarity,id,polarity_nb,polarity_svm,polarity_gpt
"i liked the movie , but i know i would have liked it more if it had just gone that one step further . i'm left slightly disappointed that it didn't .",negative,9736,negative,negative,2
"[jackson and bledel] seem to have been picked not for their acting chops , but for their looks and appeal to the pre-teen crowd .",negative,9739,positive,positive,2
"there are cheesy backdrops , ridiculous action sequences , and many tired jokes about men in heels .",negative,9749,negative,negative,2
"ice cube isn't quite out of ripe screwball ideas , but friday after next spreads them pretty thin .",negative,9750,negative,negative,2
. . . a preachy parable stylized with a touch of john woo bullet ballet .,negative,9760,positive,negative,1
"often likable , but just as often it's meandering , low on energy , and too eager to be quirky at moments when a little old-fashioned storytelling would come in handy .",negative,9770,negative,negative,2
"certain to be distasteful to children and adults alike , eight crazy nights is a total misfire .",negative,9771,negative,negative,2
"showtime isn't particularly assaultive , but it can still make you feel that you never want to see another car chase , explosion or gunfight again .",negative,9773,negative,negative,2
"i have no problem with "" difficult "" movies , or movies that ask the audience to meet them halfway and connect the dots instead of having things all spelled out . but first , you have to give the audience a reason to <b>want</b> to put for that effort , and "" i",negative,9776,negative,negative,1
"none of this sounds promising and , indeed , the first half of sorority boys is as appalling as any 'comedy' to ever spill from a projector's lens .",negative,9782,negative,negative,2
"while the production details are lavish , film has little insight into the historical period and its artists , particularly in how sand developed a notorious reputation .",negative,9787,positive,positive,2
"has all the values of a straight-to-video movie , but because it has a bigger-name cast , it gets a full theatrical release .",negative,9794,negative,negative,2
"it never quite makes it to the boiling point , but manages to sustain a good simmer for most of its running time .",negative,9796,negative,positive,1
"loud , silly , stupid and pointless .",negative,9797,negative,negative,2
"mandel holland's direction is uninspired , and his scripting unsurprising , but the performances by phifer and black are ultimately winning . you'll find yourself wishing that you and they were in another movie .",negative,9798,negative,negative,2
a loquacious and dreary piece of business .,negative,9808,negative,negative,2
time of favor could have given audiences the time of day by concentrating on the elements of a revealing alienation among a culture of people who sadly are at hostile odds with one another through recklessness and retaliation .,negative,9813,positive,positive,2
the only reason you should see this movie is if you have a case of masochism and an hour and a half to blow .,negative,9817,negative,negative,2
"if routine action and jokes like this are your cup of tea , then pay your $8 and get ready for the big shear . this is one baaaaaaaaad movie .",negative,9821,negative,negative,2
"the story , touching though it is , does not quite have enough emotional resonance or variety of incident to sustain a feature , and even at 85 minutes it feels a bit long .",negative,9828,positive,positive,2
"it's as sorry a mess as its director's diabolical debut , mad cows .",negative,9838,negative,negative,2
any attempts at nuance given by the capable cast is drowned out by director jon purdy's sledgehammer sap .,negative,9839,negative,negative,2
"despite some strong performances , never rises above the level of a telanovela .",negative,9841,positive,negative,2
"this is a picture that maik , the firebrand turned savvy ad man , would be envious of : it hijacks the heat of revolution and turns it into a sales tool .",negative,9842,positive,negative,2
"feels slight , as if it were an extended short , albeit one made by the smartest kids in class .",negative,9843,positive,positive,2
"if the last man were the last movie left on earth , there would be a toss-up between presiding over the end of cinema as we know it and another night of delightful hand shadows .",negative,9846,positive,negative,2
"even as i valiantly struggled to remain interested , or at least conscious , i could feel my eyelids . . . getting . . . very . . . heavy . . .",negative,9849,negative,negative,2
"in his role of observer of the scene , lawrence sounds whiny and defensive , as if his life-altering experiences made him bitter and less mature .",negative,9863,negative,negative,2
"despite some comic sparks , welcome to collinwood never catches fire .",negative,9867,negative,negative,2
shows moments of promise but ultimately succumbs to cliches and pat storytelling .,negative,9869,negative,negative,2
"some body is a shaky , uncertain film that nevertheless touches a few raw nerves .",negative,9871,positive,negative,2
all the small moments and flashbacks don't add up to much more than trite observations on the human condition .,negative,9872,negative,negative,2
